epoch,accuracy,loss,lr,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.5288628339767456,1.7570198774337769,1e-04,0.8311631679534912,0.5571002960205078,1.6407028436660767,0.8699105978012085
1,0.5887587070465088,1.5770460367202759,1e-04,0.8828125,0.5620655417442322,1.619635820388794,0.8679245114326477
2,0.6059027910232544,1.5414113998413086,1e-04,0.888671875,0.5451837182044983,1.629188895225525,0.8560079336166382
3,0.6345486044883728,1.4913856983184814,1e-04,0.9008246660232544,0.42105263471603394,2.080773115158081,0.6762661337852478
4,0.6547309160232544,1.4439449310302734,1e-04,0.9118923544883728,0.5332671403884888,1.6762555837631226,0.8599801659584045
5,0.6664496660232544,1.4146220684051514,1e-04,0.9138454794883728,0.6633564829826355,1.356797218322754,0.9175769686698914
6,0.6870659589767456,1.3719762563705444,1e-04,0.9173176884651184,0.6037735939025879,1.4892836809158325,0.8987090587615967
7,0.6920573115348816,1.3627886772155762,1e-04,0.9229600429534912,0.6653426289558411,1.3725379705429077,0.9155908823013306
8,0.7109375,1.3133947849273682,1e-04,0.9249131679534912,0.6176762580871582,1.4289019107818604,0.9136047959327698
9,0.7100694179534912,1.300549030303955,1e-04,0.9266493320465088,0.6285998225212097,1.4202709197998047,0.9086395502090454
10,0.7256944179534912,1.254848837852478,1e-04,0.9418402910232544,0.6315789222717285,1.380017638206482,0.9165838956832886
11,0.7671440839767456,1.191318154335022,5e-05,0.9411892294883728,0.7140020132064819,1.1909759044647217,0.9384309649467468
12,0.7671440839767456,1.1613435745239258,5e-05,0.9539930820465088,0.7269116044044495,1.1938461065292358,0.9275074601173401
13,0.7730034589767456,1.164212703704834,5e-05,0.9581162929534912,0.7557100057601929,1.1271604299545288,0.9344587922096252
14,0.78125,1.1372311115264893,5e-05,0.9585503339767456,0.7398212552070618,1.1403276920318604,0.9374379515647888
15,0.7940537929534912,1.1167656183242798,5e-05,0.9613715410232544,0.737835168838501,1.130797266960144,0.9463753700256348
16,0.794921875,1.1062746047973633,5e-05,0.9635416865348816,0.6802383065223694,1.262258529663086,0.9175769686698914
17,0.7938368320465088,1.106926441192627,5e-05,0.9613715410232544,0.7656404972076416,1.109154462814331,0.9483614563941956
18,0.7986111044883728,1.0979654788970947,5e-05,0.9624565839767456,0.6931479573249817,1.2519724369049072,0.9255213737487793
19,0.8114149570465088,1.0659040212631226,5e-05,0.9676649570465088,0.7795432209968567,1.0470300912857056,0.9513406157493591
20,0.8129340410232544,1.0648930072784424,5e-05,0.9676649570465088,0.7815293073654175,1.042617917060852,0.9563058614730835
21,0.8090277910232544,1.0565108060836792,5e-05,0.9670138955116272,0.7269116044044495,1.1389405727386475,0.9314796328544617
22,0.8207465410232544,1.0304393768310547,5e-05,0.97265625,0.7457795143127441,1.1116280555725098,0.9394240379333496
23,0.8305121660232544,1.0100692510604858,5e-05,0.9711371660232544,0.784508466720581,0.9981451034545898,0.9483614563941956
24,0.8289930820465088,1.0195454359054565,5e-05,0.9698350429534912,0.7000992894172668,1.2109671831130981,0.9235352277755737
25,0.8289930820465088,1.011847972869873,5e-05,0.970703125,0.76166832447052,1.0689488649368286,0.9414101243019104
26,0.8326823115348816,0.9989988803863525,5e-05,0.9756944179534912,0.7686196565628052,1.0565106868743896,0.9414101243019104
27,0.8439670205116272,0.9772071838378906,5e-05,0.9789496660232544,0.7318768501281738,1.1224937438964844,0.9324727058410645
28,0.8459201455116272,0.9786897301673889,5e-05,0.978515625,0.7418073415756226,1.091511845588684,0.9334657192230225
29,0.8650173544883728,0.937794029712677,2.5e-05,0.9800347089767456,0.7894737124443054,1.0171233415603638,0.9503475427627563
30,0.8602430820465088,0.9413998126983643,2.5e-05,0.9780815839767456,0.7974180579185486,0.9973636865615845,0.9473684430122375
31,0.8626301884651184,0.926372766494751,2.5e-05,0.9811198115348816,0.7755709886550903,1.0278631448745728,0.9503475427627563
32,0.8667534589767456,0.9290876388549805,2.5e-05,0.9826388955116272,0.8123137950897217,0.9913107752799988,0.9513406157493591
33,0.8736979365348816,0.9182740449905396,2.5e-05,0.9811198115348816,0.7974180579185486,0.9832198023796082,0.9533267021179199
34,0.87890625,0.902363657951355,2.5e-05,0.9867621660232544,0.7686196565628052,1.0251069068908691,0.9433962106704712
