epoch,accuracy,loss,lr,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.2864583432674408,5.945968151092529,0.002,0.5828993320465088,0.43098312616348267,5.041130065917969,0.7686196565628052
1,0.3559027910232544,5.2011871337890625,0.002,0.6901041865348816,0.3962264060974121,4.648930549621582,0.7914597988128662
2,0.4077690839767456,4.555049419403076,0.002,0.7322048544883728,0.44786494970321655,4.093917369842529,0.7964250445365906
3,0.4361979067325592,4.003450870513916,0.002,0.7686631679534912,0.37537238001823425,3.8114991188049316,0.7676266431808472
4,0.45703125,3.503788471221924,0.002,0.7890625,0.4995034635066986,3.270038604736328,0.8123137950897217
5,0.4561631977558136,3.196655035018921,0.002,0.7921006679534912,0.3644488453865051,3.119866132736206,0.7527309060096741
6,0.46484375,2.9163808822631836,0.002,0.7977430820465088,0.43098312616348267,2.800724744796753,0.7954319715499878
7,0.48828125,2.7113959789276123,0.002,0.8044704794883728,0.4250248372554779,2.6882338523864746,0.7994041442871094
8,0.4830729067325592,2.581310749053955,0.002,0.8055555820465088,0.4389275014400482,2.577498197555542,0.76166832447052
9,0.4789496660232544,2.480457067489624,0.002,0.8023003339767456,0.46474677324295044,2.445794105529785,0.8073485493659973
10,0.486328125,2.434366464614868,0.002,0.8053385615348816,0.4856007993221283,2.3247568607330322,0.8321747779846191
11,0.4819878339767456,2.406689167022705,0.002,0.7977430820465088,0.4975173771381378,2.323244571685791,0.8401191830635071
12,0.4828559160232544,2.3921306133270264,0.002,0.8081597089767456,0.472691148519516,2.3646438121795654,0.8152929544448853
13,0.490234375,2.3591198921203613,0.002,0.8096787929534912,0.3962264060974121,2.4080188274383545,0.8053624629974365
14,0.4848090410232544,2.3532352447509766,0.002,0.802734375,0.4548162817955017,2.376164197921753,0.7676266431808472
15,0.4963107705116272,2.3072028160095215,0.002,0.80859375,0.5372393131256104,2.193408489227295,0.8470705151557922
16,0.4848090410232544,2.3345141410827637,0.002,0.7966579794883728,0.5521350502967834,2.2066333293914795,0.8321747779846191
17,0.4819878339767456,2.33746337890625,0.002,0.7999131679534912,0.48957300186157227,2.294538974761963,0.794438898563385
18,0.4780815839767456,2.355459451675415,0.002,0.7894965410232544,0.4736842215061188,2.3512182235717773,0.7715988159179688
19,0.4811197817325592,2.354471445083618,0.002,0.810546875,0.4816285967826843,2.351318120956421,0.7964250445365906
20,0.4739583432674408,2.3532118797302246,0.002,0.8079426884651184,0.4965243339538574,2.3167872428894043,0.825223445892334
21,0.4932725727558136,2.276280403137207,0.001,0.8135850429534912,0.5600794553756714,2.0855391025543213,0.849056601524353
22,0.5210503339767456,2.13311767578125,0.001,0.82421875,0.5680238604545593,1.9792490005493164,0.8530287742614746
23,0.505859375,2.109490394592285,0.001,0.8194444179534912,0.5183714032173157,2.0117340087890625,0.8480635285377502
24,0.5015190839767456,2.0745458602905273,0.001,0.8170573115348816,0.5451837182044983,1.999115228652954,0.8510426878929138
25,0.5082465410232544,2.050544500350952,0.001,0.822265625,0.531281054019928,1.9879534244537354,0.8430982828140259
26,0.5034722089767456,2.050067663192749,0.001,0.818359375,0.47666335105895996,2.0723788738250732,0.794438898563385
27,0.5173611044883728,2.0461957454681396,0.001,0.8135850429534912,0.4985104203224182,2.0820250511169434,0.7984111309051514
28,0.5260416865348816,2.0197298526763916,0.0005,0.8287760615348816,0.52333664894104,1.9597458839416504,0.8500496745109558
29,0.5299479365348816,1.9454751014709473,0.0005,0.8400607705116272,0.5412115454673767,1.9179362058639526,0.8421052694320679
30,0.5381944179534912,1.8887560367584229,0.0005,0.8480902910232544,0.4885799288749695,1.9264994859695435,0.8341608643531799
31,0.5362412929534912,1.8682564496994019,0.0005,0.8448350429534912,0.5521350502967834,1.8307682275772095,0.8530287742614746
32,0.5399305820465088,1.8535592555999756,0.0005,0.8428819179534912,0.5829195380210876,1.7686169147491455,0.8669314980506897
33,0.5399305820465088,1.8360265493392944,0.0005,0.8415798544883728,0.5163853168487549,1.8614964485168457,0.8182721138000488
34,0.5479600429534912,1.8224239349365234,0.0005,0.8465712070465088,0.4548162817955017,1.954594612121582,0.7825223207473755
