epoch,accuracy,loss,lr,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.4518229067325592,1.8630776405334473,5e-05,0.7725694179534912,0.5114200711250305,1.6820635795593262,0.8272095322608948
1,0.4696180522441864,1.8304228782653809,5e-05,0.7858073115348816,0.5571002960205078,1.5809078216552734,0.849056601524353
2,0.4954427182674408,1.7683920860290527,5e-05,0.8098958134651184,0.5779542922973633,1.551377296447754,0.8738828301429749
3,0.4915364682674408,1.7520452737808228,5e-05,0.8101128339767456,0.4687189757823944,1.6980781555175781,0.8381330966949463
4,0.5158420205116272,1.734311819076538,5e-05,0.8135850429534912,0.4280039668083191,1.8235582113265991,0.7497517466545105
5,0.5329861044883728,1.6988166570663452,5e-05,0.8350694179534912,0.5064548254013062,1.6065828800201416,0.8311817049980164
6,0.5447048544883728,1.6707119941711426,5e-05,0.830078125,0.5799404382705688,1.5363935232162476,0.8798410892486572
7,0.5394965410232544,1.6725311279296875,5e-05,0.8326823115348816,0.5451837182044983,1.563471794128418,0.8530287742614746
8,0.5607638955116272,1.6554274559020996,5e-05,0.8424479365348816,0.6047666072845459,1.4571797847747803,0.8838133215904236
9,0.5792100429534912,1.6211647987365723,5e-05,0.857421875,0.5243297219276428,1.631027340888977,0.8351539373397827
10,0.5718315839767456,1.6353793144226074,5e-05,0.8587239384651184,0.5292949080467224,1.5861197710037231,0.8510426878929138
11,0.5737847089767456,1.6119678020477295,5e-05,0.8606770634651184,0.5769612789154053,1.523015022277832,0.8788480758666992
12,0.5913628339767456,1.5881898403167725,5e-05,0.8706597089767456,0.6097318530082703,1.4655601978302002,0.8768619894981384
13,0.5935329794883728,1.5913180112838745,5e-05,0.8617621660232544,0.5243297219276428,1.5818086862564087,0.849056601524353
14,0.6115451455116272,1.5445597171783447,2.5e-05,0.8834635615348816,0.6335650682449341,1.388270616531372,0.904667317867279
15,0.6232638955116272,1.5356791019439697,2.5e-05,0.8817274570465088,0.6246275901794434,1.3981707096099854,0.8877854943275452
16,0.6297743320465088,1.5344120264053345,2.5e-05,0.8858506679534912,0.619662344455719,1.4006706476211548,0.9016881585121155
17,0.6256510615348816,1.5251193046569824,2.5e-05,0.8828125,0.5988083481788635,1.450108528137207,0.8917576670646667
18,0.6447482705116272,1.5103330612182617,2.5e-05,0.88671875,0.6494538187980652,1.3561924695968628,0.8987090587615967
19,0.6319444179534912,1.5238398313522339,2.5e-05,0.8843315839767456,0.6127110123634338,1.4303711652755737,0.8937438130378723
20,0.6497395634651184,1.4987058639526367,2.5e-05,0.8904079794883728,0.5978152751922607,1.432953119277954,0.889771580696106
21,0.6471354365348816,1.485036849975586,2.5e-05,0.8936631679534912,0.6256206631660461,1.3956449031829834,0.904667317867279
22,0.6412760615348816,1.4855036735534668,2.5e-05,0.8873698115348816,0.6454816460609436,1.360736608505249,0.904667317867279
